"metric","AirlinesCustomerSatisfaction","AmazonRating","BigBasketProducts","BrazilianE-commerce","CustomerComplaint","eCommerce"
"ANOnto","0.8333333333333334","0.9166666666666666","0.8333333333333334","0.8571428571428571","0.0","0.5555555555555556"
"AROnto","3.8333333333333335","0.9166666666666666","3.8333333333333335","4.857142857142857","2.857142857142857","3.0"
"CBOOnto","0.8333333333333334","0.9166666666666666","0.8333333333333334","0.8571428571428571","0.8571428571428571","0.8888888888888888"
"CBOnto2","0.8333333333333334","0.9166666666666666","0.8333333333333334","0.8571428571428571","0.8571428571428571","0.8888888888888888"
"CROnto","0.0","0.0","0.0","0.0","0.0","0.0"
"DITOnto","2.0","2.0","2.0","2.0","2.0","2.0"
"INROnto","0.8333333333333334","0.9166666666666666","0.8333333333333334","0.8571428571428571","0.8571428571428571","0.8888888888888888"
"LCOMOnto","1.0","1.0","1.0","1.0","1.0","1.0"
"NACOnto","1.0","1.0","1.0","1.0","1.0","1.0"
"NOCOnto","5.0","11.0","5.0","6.0","6.0","8.0"
"NOMOnto","11.5","2.75","10.5","14.571428571428571","8.714285714285714","9.0"
"POnto","0.0","0.0","0.0","0.0","0.0","0.0"
"PROnto","0.9324324324324325","0.75","0.9264705882352942","0.9444444444444444","0.9104477611940298","0.9101123595505618"
"RFCOnto","12.333333333333334","3.6666666666666665","11.333333333333334","15.428571428571429","9.571428571428571","9.88888888888889"
"RROnto","0.06756756756756757","0.25","0.07352941176470588","0.05555555555555555","0.08955223880597014","0.0898876404494382"
"TMOnto","0.0","0.0","0.0","0.0","0.0","0.0"
"TMOnto2","0.0","0.0","0.0","0.0","0.0","0.0"
"WMCOnto","1.0","1.0","1.0","1.0","1.0","1.0"
"WMCOnto2","1.0","1.0","1.0","1.0","1.0","1.0"
